epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,144.546,1.18269,0.72096,1.07369,0.92358,0.82414,0.86283,0.46711,1.58929,1.04089,1.3697,0.0013664,0.0013664,0.0013664
34,148.522,1.16267,0.74235,1.05885,0.87897,0.81818,0.86722,0.47189,1.53856,0.9887,1.36295,0.0013466,0.0013466,0.0013466
35,152.23,1.20503,0.73103,1.06617,0.84912,0.86364,0.88663,0.5017,1.49221,0.8148,1.31947,0.0013268,0.0013268,0.0013268
36,156.463,1.13372,0.71757,1.04955,0.83531,0.90909,0.90706,0.47664,1.47524,0.86645,1.32415,0.001307,0.001307,0.001307
37,160.944,1.13034,0.69677,1.05648,0.8755,0.84091,0.87108,0.50754,1.47719,0.88707,1.35344,0.0012872,0.0012872,0.0012872
38,165.36,1.186,0.71035,1.0805,0.86622,0.90909,0.91112,0.52814,1.51248,0.77778,1.30858,0.0012674,0.0012674,0.0012674
39,169.974,1.15656,0.68585,1.06298,0.88765,0.93182,0.94186,0.54058,1.39381,0.76063,1.26055,0.0012476,0.0012476,0.0012476
40,174.437,1.13747,0.68948,1.05572,0.9042,0.86364,0.92498,0.49339,1.51152,0.89239,1.32942,0.0012278,0.0012278,0.0012278
41,178.392,1.10584,0.66892,1.03259,0.84793,0.81818,0.85746,0.48458,1.53781,0.97435,1.34322,0.001208,0.001208,0.001208
42,182.745,1.09127,0.65318,1.02915,0.86461,0.90909,0.90198,0.50314,1.44724,0.80694,1.26914,0.0011882,0.0011882,0.0011882
43,187.093,1.09296,0.64385,1.02678,0.88505,0.87503,0.91477,0.5435,1.42333,0.76703,1.26668,0.0011684,0.0011684,0.0011684
44,191.291,1.09835,0.66374,1.04953,0.8583,0.86364,0.87707,0.47942,1.50624,0.85149,1.30963,0.0011486,0.0011486,0.0011486
45,195.791,1.08263,0.64939,1.0272,0.85209,0.88636,0.91738,0.48706,1.55136,0.85406,1.34054,0.0011288,0.0011288,0.0011288
46,200.244,1.06688,0.67002,1.02736,0.81427,0.90909,0.90669,0.49943,1.48779,0.82932,1.28733,0.001109,0.001109,0.001109
47,204.296,1.05637,0.63611,1.00566,0.90162,0.86364,0.90994,0.50804,1.44282,0.84791,1.26061,0.0010892,0.0010892,0.0010892
48,208.802,1.07021,0.64649,1.02477,0.8476,0.88482,0.89099,0.50443,1.54182,0.89853,1.32196,0.0010694,0.0010694,0.0010694
49,213.158,1.06262,0.62278,1.02394,0.88355,0.86227,0.88816,0.50965,1.46583,0.81069,1.26929,0.0010496,0.0010496,0.0010496
50,217.06,1.04277,0.61414,0.99753,0.89562,0.86364,0.90295,0.5244,1.44064,0.83631,1.31311,0.0010298,0.0010298,0.0010298
51,221.099,1.08286,0.64655,1.03466,0.88021,0.86364,0.88999,0.50353,1.55374,0.85701,1.36681,0.00101,0.00101,0.00101
52,225.153,1.07272,0.62091,1.02375,0.9021,0.83774,0.8723,0.4916,1.56638,0.88384,1.37685,0.0009902,0.0009902,0.0009902
53,229.001,1.02151,0.61738,0.99544,0.90697,0.84091,0.88943,0.47484,1.56561,0.83354,1.41408,0.0009704,0.0009704,0.0009704
54,233.02,1.06726,0.61978,1.01835,0.86584,0.90909,0.9152,0.47808,1.51611,0.83788,1.31629,0.0009506,0.0009506,0.0009506
55,237.019,1.05995,0.63398,1.01788,0.84279,0.90909,0.91084,0.47457,1.64083,0.86342,1.35722,0.0009308,0.0009308,0.0009308
56,240.947,1.05082,0.63737,0.99578,0.94152,0.86364,0.91117,0.52868,1.43703,0.80464,1.27984,0.000911,0.000911,0.000911
57,244.841,1.01497,0.60478,1.01443,0.89872,0.88636,0.90608,0.49955,1.52916,0.79858,1.31619,0.0008912,0.0008912,0.0008912
58,248.938,1.00617,0.61083,0.99628,0.93884,0.88636,0.91525,0.48855,1.44299,0.79357,1.2723,0.0008714,0.0008714,0.0008714
59,253.147,0.98962,0.62337,0.99876,0.90452,0.86364,0.90498,0.49902,1.49014,0.776,1.33628,0.0008516,0.0008516,0.0008516
60,257.425,0.99826,0.58909,0.98571,0.91061,0.79545,0.9035,0.4861,1.56164,0.84846,1.38356,0.0008318,0.0008318,0.0008318
61,261.593,0.98351,0.57538,0.97539,0.94145,0.86364,0.89008,0.50977,1.52123,0.89441,1.36051,0.000812,0.000812,0.000812
62,265.71,0.99997,0.59291,1.02522,0.91069,0.92706,0.93219,0.51194,1.45219,0.86963,1.31185,0.0007922,0.0007922,0.0007922
63,269.507,0.96526,0.57035,0.97312,0.90316,0.88636,0.90766,0.51254,1.48963,0.88728,1.32684,0.0007724,0.0007724,0.0007724
64,273.681,0.99272,0.5855,1.01612,0.87156,0.92545,0.92055,0.51097,1.42338,0.88709,1.3287,0.0007526,0.0007526,0.0007526
65,277.726,1.01495,0.57449,0.99583,0.90981,0.91716,0.92908,0.5194,1.45143,0.77091,1.31928,0.0007328,0.0007328,0.0007328
66,281.536,0.93966,0.56977,0.96763,0.93024,0.93182,0.93215,0.49706,1.53672,0.81898,1.35177,0.000713,0.000713,0.000713
67,285.614,0.95098,0.5627,0.9694,0.90008,0.90909,0.92328,0.53192,1.4361,0.78293,1.28344,0.0006932,0.0006932,0.0006932
68,289.829,0.94373,0.56121,0.96673,0.8877,0.89841,0.91285,0.52145,1.4895,0.85194,1.30138,0.0006734,0.0006734,0.0006734
69,293.551,0.92819,0.54785,0.97671,0.91475,0.90909,0.92251,0.51805,1.524,0.84071,1.32661,0.0006536,0.0006536,0.0006536
70,297.822,0.90654,0.55573,0.94444,0.90707,0.90909,0.91559,0.52855,1.46726,0.84664,1.29621,0.0006338,0.0006338,0.0006338
71,302.084,0.91976,0.54826,0.97466,0.88348,0.93182,0.91962,0.57075,1.41846,0.7596,1.27568,0.000614,0.000614,0.000614
72,306.073,0.92284,0.55197,0.96613,0.9166,0.90909,0.91991,0.56177,1.37147,0.79717,1.26763,0.0005942,0.0005942,0.0005942
73,310.249,0.91475,0.55309,0.95045,0.90639,0.88636,0.91403,0.55405,1.42336,0.8139,1.27559,0.0005744,0.0005744,0.0005744
74,314.42,0.88102,0.52521,0.95735,0.9102,0.92156,0.92613,0.52549,1.44018,0.79549,1.2835,0.0005546,0.0005546,0.0005546
75,318.401,0.95618,0.55043,0.9988,0.88788,0.89998,0.91374,0.54382,1.40633,0.83768,1.27435,0.0005348,0.0005348,0.0005348
76,322.988,0.93203,0.54209,0.98034,0.9298,0.90321,0.92078,0.53727,1.42792,0.75078,1.26115,0.000515,0.000515,0.000515
77,327.539,0.86924,0.52329,0.95565,0.95341,0.93015,0.93409,0.53181,1.45093,0.73239,1.27162,0.0004952,0.0004952,0.0004952
78,331.957,0.89176,0.52459,0.95741,0.92207,0.93182,0.92167,0.52624,1.47409,0.76093,1.28032,0.0004754,0.0004754,0.0004754
79,335.652,0.89207,0.53475,0.95541,0.91005,0.93182,0.92584,0.54111,1.43949,0.7646,1.27259,0.0004556,0.0004556,0.0004556
80,339.469,0.86551,0.52346,0.95686,0.89296,0.88636,0.91016,0.53842,1.44883,0.77976,1.29202,0.0004358,0.0004358,0.0004358
81,343.375,0.87519,0.51592,0.96317,0.86463,0.90909,0.90957,0.54314,1.44221,0.80304,1.30406,0.000416,0.000416,0.000416
82,347.211,0.88041,0.53219,0.95175,0.86903,0.90909,0.88917,0.51285,1.5011,0.81335,1.33096,0.0003962,0.0003962,0.0003962
83,350.945,0.87588,0.52221,0.94381,0.88793,0.90044,0.90004,0.54443,1.43856,0.81216,1.31096,0.0003764,0.0003764,0.0003764
84,354.761,0.85773,0.52961,0.95837,0.84809,0.90909,0.91741,0.54323,1.42495,0.81476,1.28133,0.0003566,0.0003566,0.0003566
85,358.408,0.84389,0.49626,0.96265,0.84785,0.90909,0.90214,0.54753,1.46285,0.80365,1.30391,0.0003368,0.0003368,0.0003368
86,361.994,0.81796,0.48629,0.93579,0.84765,0.90909,0.90306,0.5266,1.43942,0.78086,1.30191,0.000317,0.000317,0.000317
87,365.598,0.85519,0.50742,0.95543,0.86758,0.90909,0.91333,0.55912,1.40137,0.81505,1.29007,0.0002972,0.0002972,0.0002972
88,369.297,0.8456,0.49527,0.95407,0.95096,0.88146,0.93711,0.54384,1.42783,0.83437,1.28605,0.0002774,0.0002774,0.0002774
89,372.73,0.84129,0.50494,0.95441,0.90879,0.90909,0.93993,0.5575,1.41307,0.77208,1.26086,0.0002576,0.0002576,0.0002576
90,376.272,0.85041,0.49892,0.95172,0.91075,0.92776,0.94134,0.5479,1.41525,0.73885,1.24537,0.0002378,0.0002378,0.0002378
91,408.393,1.09212,0.63945,1.0424,0.86949,0.93182,0.93594,0.53609,1.45261,0.74758,1.28815,0.000218,0.000218,0.000218
92,412.103,1.0706,0.5817,1.04685,0.88682,0.86364,0.91804,0.53065,1.46007,0.70277,1.27408,0.0001982,0.0001982,0.0001982
93,415.808,1.02275,0.56283,1.02807,0.85051,0.90909,0.91409,0.54069,1.43937,0.73935,1.25711,0.0001784,0.0001784,0.0001784
94,419.428,1.02278,0.55534,1.02598,0.84975,0.90909,0.90015,0.53883,1.41526,0.75876,1.26139,0.0001586,0.0001586,0.0001586
95,422.952,1.05119,0.54494,1.02772,0.86896,0.90434,0.89274,0.5393,1.44238,0.75529,1.26734,0.0001388,0.0001388,0.0001388
96,426.402,1.00951,0.53278,1.00333,0.88425,0.88636,0.90736,0.54512,1.45413,0.77904,1.2711,0.000119,0.000119,0.000119
97,430.164,0.9914,0.52478,0.98943,0.88446,0.86995,0.90568,0.54648,1.42983,0.73307,1.25474,9.92e-05,9.92e-05,9.92e-05
98,433.975,0.98958,0.52497,0.9998,0.8911,0.86364,0.91096,0.55148,1.42708,0.74393,1.25251,7.94e-05,7.94e-05,7.94e-05
99,437.645,0.99759,0.51908,0.99719,0.90423,0.85839,0.91154,0.5541,1.40007,0.73722,1.24189,5.96e-05,5.96e-05,5.96e-05
100,441.462,1.00658,0.53797,1.00827,0.90398,0.85595,0.91196,0.55864,1.39083,0.72618,1.23564,3.98e-05,3.98e-05,3.98e-05
